"logFC","AveExpr","t","P.Value","adj.P.Val","B"
1.52571178877296,344106.348640351,21.5700613901471,7.8289789567312e-57,8.95243743702212e-53,118.812885207915
3.78599480313747,963935.139035088,18.9827639620719,1.00863930550736e-48,5.76689522923834e-45,100.253987843244
0.694331579571713,236252.897783019,19.1480665215233,5.40420541227303e-48,2.05990296297807e-44,98.6126265345116
-9.0376230110873,6898919.19298246,-18.3054280753317,1.49153307086932e-46,4.26392016634768e-43,95.286484948376
0.726614079439338,166548.177784091,19.5429454108439,8.30450700100817e-46,1.89924075113057e-42,93.6675119024903
-6.1925464578356,1145920.44575472,-17.7471677092619,1.08116398599497e-43,1.90346199464004e-40,88.6019323117346
1.77992106003057,201918.6834,24.47364174197,1.16521503825801e-43,1.90346199464004e-40,87.273767893048
0.541034612509016,132060.00808642,18.9593977840197,8.10631280863557e-43,1.15869608708435e-39,86.8643317367868
2.03948786273473,362365.905416667,17.6147927498692,7.61085396732466e-42,9.67001279070639e-39,84.5811404782993
26.7721874090585,1736828.55320755,16.5477009323098,5.92529791671857e-40,6.77557816776768e-37,80.2113833975883
2.14640581104363,569851.296556604,16.4225375955165,1.46309996703298e-39,1.52095892027474e-36,79.310558248515
13.0895871104354,2045193.74868421,15.893958694881,1.02775420019856e-38,9.79364106605882e-36,77.3397429534445
7.98853160279674,5615885.53070175,15.7814014102561,2.4027358941247e-38,2.11348345763969e-35,76.4952852702874
4.69872621963313,405043.185243902,16.3548462846184,3.63324973920228e-36,2.96758648341272e-33,71.6537799433174
3.50493029128959,987989.534285714,14.782812501249,2.6674227392539e-34,2.03346526822456e-31,67.2838867606535
0.392442853460765,90479.5513402062,14.7981758883883,1.37481045651029e-33,9.82559848137199e-31,65.6679461397142
4.89621835027565,2073212.76315789,14.3038425093826,1.69303489952057e-33,1.1388149456481e-30,65.3965157534447
2.58541156292542,564270.31495614,14.2372099435448,2.80008851762152e-33,1.77883401105567e-30,64.8963621027185
1.47132501506343,358810.378114035,14.2204574165297,3.17760961166925e-33,1.91241925839146e-30,64.7706332853133
0.544618128335736,202418.257743902,15.0879538272231,1.01070782385879e-32,5.50354474563107e-30,63.7840230373096
1.78466570036691,593366.930904762,14.0315778499234,6.20216196939691e-32,3.22371464182062e-29,61.8700675176476
-4.11887388581113,441798.033125,-20.3913140911885,4.17614989978462e-33,2.38771370520186e-30,61.1314105773642
1.61961680956714,316185.429166667,17.4370777753056,2.71985216170256e-31,1.29589622787787e-28,60.7593192366252
0.373189337673669,104304.766234568,14.6242551914632,2.5078825114322e-31,1.24685376166205e-28,60.6103972263146
-0.626294977886639,342449.074642857,-13.9615169496873,3.83027032339466e-31,1.68458235184684e-28,60.0714366871854
136.545403097131,81655278.5526316,13.5914338479142,3.64461868547995e-31,1.66704858673853e-28,60.0569615598823
1.20800496208852,334839.261770833,17.1348326500388,9.58441912919547e-31,4.05917899045742e-28,59.5048131025834
5.07308202729291,1112088.88971698,13.5866644734445,1.32245226048303e-30,5.40080057093694e-28,58.8024755483607
0.817616333019706,161268.852857143,15.9465928580976,1.9816224164636e-30,7.81374218353837e-28,58.7201049945705
-0.738536202786911,248011.801989796,-13.6556132150541,3.2685958388195e-30,1.23320198442561e-27,57.9461033673175
1.17205617768528,295573.13675,14.1873108788624,5.13836272960591e-30,1.83616180665761e-27,57.6054236324786
1.90720618437628,315550.731484375,14.9707162261828,8.71424324650475e-30,3.01961731890248e-27,57.1896158487569
1.67746910761972,389169.730416667,16.4698306672936,1.59537441622213e-29,5.2123161284286e-27,56.705329164288
-1.91461909440314,542531.514166667,-13.1108069505277,1.34802740092609e-29,4.53373333223232e-27,56.4690135630522
1.17774005578999,173660.314,26.0856349041228,3.34317984409217e-30,1.23320198442561e-27,56.116465221758
-2.849815431169,386327.57254386,-15.308870572622,2.82381335541559e-29,8.96952936643814e-27,55.4924921294308
-1.20193775128165,164671.139375,-17.7448881431808,3.3475713771303e-29,1.03458050533743e-26,55.1410543663635
3.08284861314215,312412.648641975,13.7080679001985,8.24277438081305e-29,2.48042434327887e-26,54.8608949028153
-2.36162884181008,876455.295614036,-12.8555766449487,9.11152436179344e-29,2.65500392754241e-26,54.570435955323
-1.46174623025895,444088.546008772,-12.8497183703551,9.5194718871219e-29,2.65500392754241e-26,54.5269221656423
-5.38406331806874,1849667.51622807,-12.7409272267609,2.14597383519287e-28,5.70679321056521e-26,53.7194095939291
3.08522431154783,429990.5562,24.2208941840198,9.49634722782665e-29,2.65500392754241e-26,53.2459138923359
1.57141595264791,478612.291875,23.7878245425111,1.11523411398824e-27,2.83393379854567e-25,52.5356151504369
1.461147998791,704399.875438596,12.4568152217298,1.78352495925014e-27,4.4336104150055e-25,51.6159584784086
-0.818360779270626,109462.2475,-19.6095926036198,2.12998780338735e-28,5.70679321056521e-26,51.4170889986612
-8.55082762835947,10183139.2763158,-12.4234237987543,2.28631106934367e-27,5.56254618679678e-25,51.3692936072562
0.404925386607033,169259.816833333,12.8319832288809,3.95818494834631e-27,9.23711120088572e-25,50.9242633858298
-4.87710132354863,718440.36015625,-18.7298672676546,2.48907368008333e-27,5.92969948578184e-25,50.4403488229179
5.05430593024786,923260.81640625,13.6424027379459,1.28006252471025e-26,2.8701009745219e-24,49.9465108796817
0.744279401470835,213551.31125,14.8190918981447,2.18574499662541e-26,4.46321322078778e-24,49.5637105238707
1.74651744788498,707479.626886792,12.2986541572917,1.49577660163221e-26,3.28927027685852e-24,49.5280254447076
0.554369212483876,138883.041060606,17.5690394480018,2.79652767193883e-26,5.42004981841026e-24,49.4776071983725
-1.43454750796624,575941.828298969,-12.4527672701659,1.70683252300567e-26,3.6825716793528e-24,49.457616045855
2.10075756506363,291629.9976,22.2555387982386,4.1315976906136e-27,9.44896391843331e-25,49.3616553967789
-0.60805290088525,231228.325,-12.1390449162432,1.8859424879941e-26,3.92104588185682e-24,49.2737554021833
2.03097213260927,1182196.94912281,12.1114547675967,2.31322633298084e-26,4.64065668730454e-24,49.0709699325297
0.796356623426189,303073.5421875,13.4587954307078,3.55100150532465e-26,6.65667249399794e-24,48.9246336601918
344.176761646145,363341187.280702,12.0866045582336,2.78013224578027e-26,5.42004981841026e-24,48.8884058442351
1.55497564938778,635546.682075471,12.2037129602657,2.96266007137687e-26,5.64633631936575e-24,48.8491855589782
6.54284944225311,377679.26484375,19.0486705198515,1.01175643011321e-27,2.6294169950783e-25,48.7547891756209
1.66684691980226,821173.084649123,12.0072125904592,4.99963841509907e-26,9.22110730268675e-24,48.3056839522217
2.43073465171508,972111.072368421,11.9833486378348,5.96322485445913e-26,1.08237263826572e-23,48.1306901823015
0.862518937442282,163271.9103125,13.3346227448484,7.09054286660917e-26,1.24739011814886e-23,48.0745593876082
-2.47330809922173,1335446.40701754,-11.9697782769746,6.59163618730302e-26,1.17773999690328e-23,48.0312132540673
2.92448553123219,240008.167073171,15.8563738548082,1.74049429077598e-26,3.68565781759691e-24,47.929182293539
-2.97300892741522,1846227.68991228,-11.9439893545744,7.97359318553423e-26,1.38148542540279e-23,47.8422376346221
187.263052715667,254387626.754386,11.9396088558349,8.23552033012651e-26,1.40556977574622e-23,47.8101473224147
2.26820127463076,622863.745833333,21.1391250608545,1.71375640826494e-25,2.76011331387459e-23,47.7594349674584
-2.66997535221488,1360133.87807017,-11.9248301745714,9.18417267812075e-26,1.54442668491633e-23,47.7019022959803
-1.43333628412979,437328.936008772,-11.9069065688226,1.04820933468154e-25,1.73714112204107e-23,47.5706630913125
10.038065140209,980373.2795,15.5493937749639,1.10089648871671e-25,1.79839304978222e-23,47.2369939453468
1.66112396708855,346228.628092784,12.0985782582127,1.98704553616614e-25,3.07052239271079e-23,47.0348735047504
-15.8197019118999,17876159.9692982,-11.83145783791,1.82767042382959e-25,2.90269601340158e-23,47.0187110907769
-31.0404188308503,38555205.1315789,-11.7994840432066,2.31268936892812e-25,3.4344938874926e-23,46.7850491652276
-20.5582545802198,20437427.0614035,-11.7859125472443,2.55556103332903e-25,3.69909372355918e-23,46.6859146342179
-0.925387869126609,512772.785849057,-11.8999381720476,2.623136033779e-25,3.74944506828286e-23,46.683321489513
2.14172559241582,287593.335102041,14.1049722150611,3.49502198573201e-25,4.9340217786229e-23,46.5852564032475
1.32147274381905,578631.407075472,11.8563542904009,3.58398265020815e-25,4.99790751282075e-23,46.3734067274828
-4.39129960210076,1577527.51359649,-11.7181278039698,4.20657303147736e-25,5.79544127890887e-23,46.1911798230633
1.68347985147044,256810.659210526,13.331146520599,6.72061717343055e-25,9.04120675037392e-23,46.0762754833356
-5.21616585627084,2959627.36403509,-11.6918453453788,5.10238294769349e-25,6.94592250081845e-23,45.9995391541193
-5.23532797986058,4200926.21929825,-11.6197077035873,8.66312671309071e-25,1.15189365074642e-22,45.4740845365723
453.1887865669,521495481.578947,11.6106050937698,9.26105665628967e-25,1.21724348120313e-22,45.4078379591787
125.530839202387,120359102.105263,11.5975176506661,1.01935618733466e-24,1.32458386388316e-22,45.3126135321752
0.52736822120829,155735.25260274,12.4351345652817,1.35029909064847e-24,1.71563001128503e-22,45.2594582322664
261.145668118322,390648163.157895,11.5866251746825,1.10406546335357e-24,1.41853804196046e-22,45.2333803095558
1.12872629768497,325332.640463917,11.818228844153,1.37820250898265e-24,1.73184018573809e-22,45.1117824852249
-3.83645140067642,2646441.78508772,-11.5320908398167,1.64607320906135e-24,2.04596164626267e-22,44.8369749295474
-12.6747094034173,11000294.7763158,-11.5268330623321,1.71065206129134e-24,2.10336627106091e-22,44.7987818612885
20.2910035315941,13766916.4605263,11.5184331834178,1.81910560306807e-24,2.21292261394504e-22,44.7377735255552
-4.35228477977339,1706687.19035088,-11.4859571587771,2.3068897174838e-24,2.75099492838188e-22,44.5020083385622
40.9569665813134,25210039.7017544,11.4858003340781,2.30953662548894e-24,2.75099492838188e-22,44.5008702626111
2.35359810555994,152314.5765625,17.2474775008156,1.89246181390023e-25,2.96442477286974e-23,44.4448301974236
-0.732388475810344,225459.242525773,-11.6579443981688,4.15843145183318e-24,4.90223336615592e-22,44.001819745277
1.42072001321328,585823.92,11.519172291249,4.41766688579718e-24,5.15469600398885e-22,43.9165300052195
36.8169870582891,30572252.1491228,11.3922835754336,4.57294386748398e-24,5.28198112370498e-22,43.8229491243221
-2.81902329433556,1167728.64561404,-11.361844668432,5.70986789091026e-24,6.52923393325588e-22,43.6026106511223
0.785994812430871,127940.873362069,12.8196620658674,7.12145516579693e-24,7.9061980408629e-22,43.5288317777113
47.8168406281223,34175817.2675439,11.339832785368,6.70375070551554e-24,7.51543032525198e-22,43.443372378479
1.50215236149833,633147.638679245,11.4233011719032,7.86689864122942e-24,8.64980634254408e-22,43.3069294343559
-1.52820629720261,519786.971578947,-11.298151490068,9.08213706186627e-24,9.8908797430896e-22,43.1420729408237
1.3826200829561,154402.782083333,21.0517705172604,2.04101610888083e-25,3.1118692273403e-23,43.0968752484148
184.539172184354,188535543.903509,11.2682258364355,1.12924178758669e-23,1.20681120009848e-21,42.9259396653315
27.2176699810281,30911036.1842105,11.2642844411186,1.1620939263649e-23,1.23042074518357e-21,42.8974854298171
0.747769273668828,184502.3903125,16.1200204784356,6.03362532991803e-24,6.83113917303096e-22,42.7343111998298
-1.66133495004181,778185.499999999,-11.2333970895964,1.45479165549331e-23,1.5261965670244e-21,42.6745958015714
3.2378077564699,341354.915510204,13.2404044156301,1.99708620063064e-23,2.0389893485903e-21,42.6176243957122
0.634931732194657,203921.255684931,11.9910163702245,1.98210934594805e-23,2.0389893485903e-21,42.6033899419984
-3.24235994407468,1237436.8368421,-11.2226182758468,1.57336461960707e-23,1.63558403865517e-21,42.5968540661362
-0.756039501079349,119829.94377551,-13.1723614329408,2.75547279291025e-23,2.73989838147206e-21,42.3782106436173
-4.70018157522643,3532277.07017544,-11.1861507113057,2.05064911336695e-23,2.07514801870364e-21,42.3339899485762
-17.7619038878925,24616617.1052632,-11.1803221061009,2.13930268911132e-23,2.14587072368316e-21,42.2919989710198
-0.974976275430904,288634.191683673,-11.3638039741008,2.8002962871602e-23,2.76046448652387e-21,42.2407665947925
-1.28968560025586,439389.715,-11.3680538816047,3.04542319676393e-23,2.95122154703352e-21,42.0306092481506
15.2019362676287,10393445.4868421,11.1395362997078,2.87620124603378e-23,2.81105651695695e-21,41.9983417287932
0.60856047043217,146468.957424242,15.1777412742664,5.7266959848697e-23,5.32396492577114e-21,41.9611125797303
0.265448016287915,68975.7203125,15.3436173394763,7.15280732870385e-23,6.49145649235941e-21,41.7573243373322
2.20897526608675,602632.12877193,11.103787151568,3.72721944274416e-23,3.58157599393105e-21,41.7412035755717
3.11240320309266,930193.747169811,11.174450148017,4.58922227265574e-23,4.33700468494367e-21,41.7335428100122
-41.9943076503729,33277918.6403509,-11.0999924607682,3.83113654744655e-23,3.65075386833761e-21,41.7139230738688
0.698887585579991,200049.906785714,12.5201250948396,6.30578243614544e-23,5.81505017397767e-21,41.5644810661605
1.88409205207205,281133.027195122,13.791394367882,6.62150557972456e-23,6.05735330433202e-21,41.4838003260049
1.41543597754965,1299577.55087719,11.0549810277864,5.30762501424309e-23,4.97481082277621e-21,41.3905391904204
-15.7235801792021,11275875.7631579,-11.0033393167378,7.71126174666418e-23,6.94317150181929e-21,41.0200002840222
-10.606090145184,7372731.03070175,-11.0009307683405,7.84668560046678e-23,7.0099101438545e-21,41.0027311643345
-1.59365842008386,541712.547149122,-10.9997219349836,7.9155443684825e-23,7.01660851578274e-21,40.9940643437166
1.20877624070653,939431.978947369,10.9950074246814,8.18989848680495e-23,7.20396070743189e-21,40.9602660479172
2.4428703119771,1622980.84078947,10.983664089671,8.88945346222913e-23,7.70082578337804e-21,40.8789636307734
-5.63178347297412,2912871.25657895,-10.9625653580815,1.03527738935998e-22,8.90105033633934e-21,40.7278076976346
-1.66200403546105,253826.655375,-15.3376163967274,2.4829019590214e-25,3.63999793607816e-23,40.7091078789534
-22.649495735014,24457463.5526316,-10.9168344030564,1.44004575088646e-22,1.21977208602864e-20,40.4004850969063
-3.48528882332467,1204608.03552632,-10.9023794560282,1.59823660015163e-22,1.34381143549514e-20,40.2971100955625
-1.63388971394278,368453.690925926,-11.3876078491181,2.13945347040587e-22,1.74747503100651e-20,40.2893831577186
1.64569501153471,494625.901792453,10.9904335820889,1.68080279033983e-22,1.40291824142598e-20,40.2783887849998
0.379595300896475,107912.287384615,11.8583129176034,2.27480880420772e-22,1.84485380681668e-20,40.210440483758
-8.06277444670775,4561726.0745614,-10.8860043613507,1.79844533532658e-22,1.49023350793184e-20,40.1800542051334
-3.76563215693109,1414434.77938596,-10.8683723907611,2.04202943164167e-22,1.67989975185774e-20,40.0540746774331
0.716141345058991,283851.263444444,11.1781979864708,2.49226710443121e-22,1.99294226148048e-20,40.0029845173453
-26.4140894929272,23873800.1315789,-10.8473521836096,2.37570523104946e-22,1.91311192373596e-20,39.9039695697147
0.226581172849912,88977.2334146342,13.3504345882204,4.12725545777696e-22,3.23254562737531e-20,39.8791713533942
1.11457021185245,144434.689375,19.2156217509112,9.26845928799748e-24,9.99856905266521e-22,39.6946546466429
-26.338595851611,25919923.9078947,-10.8019074949529,3.29433634333751e-22,2.61602333931003e-20,39.5797616343239
-1.04658501580501,356860.984204545,-11.1472498210384,3.90615851798373e-22,3.08047742435475e-20,39.5507816992411
-1.03653810531476,262257.700390625,-11.7501125961802,5.24273128122433e-22,4.02353236246981e-20,39.4268759660118
2.56081099577234,1319086.38377193,10.7664901508249,4.24904144542822e-22,3.30529176384161e-20,39.3273893054474
-3.84305392122479,810896.309693877,-10.9046577012914,6.51262102574825e-22,4.93190870393584e-20,39.1363445456793
20.5346287227764,6771835.11008772,10.7393373585119,5.16354946316607e-22,3.98953973725027e-20,39.1340871071547
1.41916121441251,556085.089649123,10.7100122671082,6.37241907216425e-22,4.85790747267988e-20,38.9254970786136
-5.14096028570204,647295.08425,-13.3010275633915,8.27920485338981e-22,6.22846759858635e-20,38.9051965244555
-2.28403432431552,371134.744652778,-11.2981403010173,1.55209722979834e-21,1.16001515181333e-19,38.3257841522459
1.03403716123785,89562.3642424242,15.0594050977651,8.50463180341965e-23,7.42369959329036e-21,38.1756704003408
3.92658117267879,958385.526530612,10.7747998865453,1.57768730422843e-21,1.17148404700338e-19,38.1141649263677
-1.7448636948025,389836.541340206,-10.7723326563831,1.76755498761993e-21,1.29564046688679e-19,37.9655354154566
-8.18274161471054,6069735.44736842,-10.557862618147,1.89246728159857e-21,1.37836709331718e-19,37.84626879619
-66.960187776904,107697636.666667,-10.4832706193755,3.22097200884863e-21,2.33112752665722e-19,37.3190703891392
2.52997723916698,1077951.09298246,10.4778642437928,3.34738605662736e-21,2.40738110424741e-19,37.2809091316853
-6.53295778553066,4286115.15350877,-10.470071809283,3.53833032768934e-21,2.52880045607047e-19,37.2259176494267
-13.6031944476779,13317409.2894737,-10.4672187532301,3.610920647229e-21,2.55862629902342e-19,37.205787061775
2.26193172656331,415722.512876712,11.091716505235,4.56308005093408e-21,3.1058821656209e-19,37.2029852079558
1.44815731268585,390616.238859649,10.4666792179314,3.62481382109134e-21,2.55862629902342e-19,37.2019804224987
13.0814320145995,13371443.9736842,10.46242170018,3.73632928512337e-21,2.62116106597459e-19,37.1719442938064
-5.24622791843949,1480915.78066038,-10.5438308223022,3.83222647459066e-21,2.65584907496631e-19,37.1671856315091
7.89849408412055,2544747.45789474,10.4592566226514,3.82143821345361e-21,2.65584907496631e-19,37.1496178985817
1.04018956665516,435461.072122641,10.5321602085009,4.15646576258306e-21,2.86320397561068e-19,37.0969627495786
-3.7571889569696,1605785.53026316,-10.4416854577761,4.33024842707203e-21,2.96505333913585e-19,37.0257137982589
-0.765470954032746,223137.129175258,-10.6044582651986,5.50278568170486e-21,3.67978679943246e-19,36.8573049864711
14.8058462575291,1518502.368125,32.9316399482548,2.08040525590915e-25,3.13018869754226e-23,36.744864065151
