"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RNF166|Q96A37",0.222592795872057,165840.7309375,8.34627734844168,2.25288527193063e-09,1.74655885318826e-08,11.4068868484386
"SYMPK|Q92797",-5.59554390355494,4724004.55701754,-6.41180336454538,8.26713793729037e-10,6.99221318882511e-09,11.3973142886733
"KHDC1|Q4VXA5",0.212851645321077,85354.2039583333,7.47850868132546,1.64188031266198e-09,1.30290779842399e-08,11.3849879605908
"UQCC3|Q6UW78",2.14853190079142,1165914.18372807,6.40750381440158,8.46681783864774e-10,7.13997507263546e-09,11.3739641537265
"WWC2|Q6AWC2",0.969320738901115,342646.304153846,6.58858532826663,1.0352251495851e-09,8.59056573694167e-09,11.3623536308481
"PKNOX2|Q96KN3",0.471877612953298,207728.291527778,6.53539875946574,1.05000973055946e-09,8.69432387324212e-09,11.3523598565935
"WDR83|Q9BRX9",-1.23818681731898,102677.35125,-8.41214486260713,6.7449540989757e-11,7.01806643510346e-10,11.3400996737867
"CDH7|Q9ULB5",-1.01056882995251,953211.161842106,-6.40122240156241,8.76707760466916e-10,7.37686036860867e-09,11.3398703457802
"CHRM2|P08172",-0.356808935544076,140197.124824561,-6.54530737916363,1.83223323737112e-09,1.44394121773527e-08,11.3339382594683
"IDI1|Q13907",9.31912948392911,14301601.8157895,6.39958204231086,8.84719490814371e-10,7.43333385559319e-09,11.3309707332114
"SRBD1|Q8N5C6",-0.633826052220863,114740.093020833,-6.65023003347217,1.88024729579759e-09,1.47974038729838e-08,11.3293943628987
"CLEC16A|Q2KHT3",-14.0106539934512,10392019.2280702,-6.39847458646761,8.90169047107197e-10,7.47362926113862e-09,11.3249632306648
"ADCYAP1|P18509",1.92390708029653,1226393.60952381,6.41969766694667,9.05305335757589e-10,7.59513317269848e-09,11.322432016114
"CGN|Q9P2M7",-1.215387580633,280190.437375,-6.78595895228633,1.95707630674873e-09,1.5359758110962e-08,11.3173823151223
"TSPAN31|Q12999",-0.563519348760896,458325.580188679,-6.41543723188574,9.12047056766294e-10,7.64048212023631e-09,11.3115148773592
"SENP3|Q9H4L4",-0.195329161495935,128384.721084906,-6.41073310409713,9.35902119637615e-10,7.82885203954362e-09,11.3109338608664
"ASB6|Q9NWX5",-1.23865855693255,540323.950476191,-6.41656921289311,9.20967565147336e-10,7.70956376827217e-09,11.3056441944448
"POMT1|Q9Y6A1",1.59026678932869,697946.314761905,6.41159550103213,9.46417367357454e-10,7.89947634724999e-09,11.278965675773
"SMCHD1|A6NHR9",-2.50373129476371,3681159.85087719,-6.38805872303476,9.43062574298642e-10,7.8772246436121e-09,11.2684966252666
"TSG101|Q99816",12.0712580573613,18994584.9868421,6.3858536259638,9.54649922121315e-10,7.96237918268215e-09,11.2565505092779
"RIOK2|Q9BVS4",-0.580706555285016,96998.3468181818,-7.0551242878284,1.43482576899111e-09,1.15057732597569e-08,11.2508203656116
"OGFOD2|Q6N063",0.576093452332455,295699.427164948,6.4190984492384,1.04299279791121e-09,8.64874738514482e-09,11.2428559155301
"RALGPS1|Q5JS13",-2.42423201111608,1109303.66491228,-6.38250266054991,9.7252661775573e-10,8.10169511556737e-09,11.2384021293449
"RAN|P62826",-59.6567567056596,113309888.859649,-6.38205435016821,9.7494304286001e-10,8.1138818741661e-09,11.2359746417717
"TRIM66|O15016",-4.68975968655925,358306.045833333,-8.23412555941546,1.233005676792e-10,1.20610948794837e-09,11.2348144912146
"NCOA2|Q15596",0.887623457302046,328873.008349057,6.40066761209231,9.8902218546486e-10,8.21909061830718e-09,11.2338464535518
"ARMCX2|Q7L311",-3.84663056547137,3282211.93201754,-6.38101155826012,9.80586586095215e-10,8.15491462690821e-09,11.2303286446359
"OSBPL10|Q9BXB5",-3.49351916121245,3895336.21052632,-6.37671535527382,1.00417755826063e-09,8.338976309884e-09,11.2070744325571
"C8orf37|Q96NL8",-1.6305651245241,890381.952238095,-6.38618325094368,1.08762357494039e-09,8.97976576133096e-09,11.1907222533835
"ARMC10|Q8N2F6",-15.5405930872899,22848008.2017544,-6.36964886346053,1.04419768043168e-09,8.65246411285233e-09,11.1688490464058
"ZNF532|Q9HCE3",-0.311103524622266,177473.743769231,-6.53929344469188,1.32610316738414e-09,1.07014747487916e-08,11.1544699324058
"GPT2|Q8TD30",4.90165266679228,5182356.44736842,6.36523593089019,1.06997941772147e-09,8.85326674503978e-09,11.1449927330169
"TXLNA|P40222",-5.99429974203602,5383550.96491228,-6.36473930002243,1.07291971293794e-09,8.87117636836253e-09,11.1423086663507
"ACSF3|Q4G176",27.7978878627884,30998124.3859649,6.36294949773189,1.08358214330907e-09,8.95286257856883e-09,11.1326367977891
"BAD|Q92934",2.71458805140213,1784504.79473684,6.36120815821618,1.09405564560893e-09,9.01984593189485e-09,11.1232286323197
"ENO1|P06733",682.738531205155,1165305215.35088,6.36097396640072,1.09547177910625e-09,9.02501426086451e-09,11.1219634698917
"NEMF|O60524",-8.80662295509488,14698538.0526316,-6.36049464621689,1.09837578946625e-09,9.04242415590104e-09,11.1193741641133
"CASP3|P42574",-1.33829633727849,1333784.87280702,-6.3586023963746,1.10991414698809e-09,9.13084048259627e-09,11.1091534850421
"HIGD1A|Q9Y241",-6.46427919088519,4796937.21052632,-6.3576044130429,1.11604736995455e-09,9.17469566889307e-09,11.1037638933339
"NOL8|Q76FK4",1.3789990367737,594900.021546392,6.38962209282295,1.22300438906914e-09,9.97507502782139e-09,11.098653931826
"MON1A|Q86VX9",1.31993384220161,1235389.94298246,6.35552002221376,1.1289647126699e-09,9.27421802398009e-09,11.0925090763369
"EMG1|Q92979",-0.542731677603247,393527.533596491,-6.35232192201502,1.1490696755803e-09,9.43259995711464e-09,11.0752457027663
"CYP4F11|Q9HBI6",-4.09816423973336,3912846.8377193,-6.3521829560304,1.14995120960371e-09,9.43306462110361e-09,11.0744957003326
"TMEM266|Q2M3C6",1.48023669096099,890358.592017544,6.34943871943165,1.16749592532575e-09,9.56619716147344e-09,11.0596873374948
"TNPO2|O14787",-16.5047474621151,38983206.0087719,-6.34938312385477,1.16785406536221e-09,9.56619716147344e-09,11.0593873804739
"CD38|P28907",-12.0173976559935,9286808.59649123,-6.34872638708798,1.17209285236127e-09,9.59404564549116e-09,11.0558442010475
"SERF2|P84101",-0.580989621562142,322876.091136364,-6.51871894419111,1.41448167690375e-09,1.13585659939567e-08,11.0460905502751
"PTPRR|Q15256",-2.96530014199904,1270484.05087719,-6.34659070991827,1.18598183452752e-09,9.70078846768399e-09,11.0443237135549
"YBEY|P58557",-0.962523589185742,130703.2590625,-8.8507257750348,6.24573188657048e-10,5.36992061074688e-09,11.0408874399076
"NCK1|P16333",-4.24368607669406,5347274.57017544,-6.3450882617788,1.19584937395508e-09,9.77450864272792e-09,11.0362206735412
"TCF20|Q9UGU0",-2.14369217568633,885508.995394737,-6.3435070227157,1.20632139534947e-09,9.85306082558655e-09,11.0276941409456
"CCND2|P30279",0.457605743979924,90669.970625,7.34629178658682,2.59283060136625e-09,1.97924018201756e-08,11.0193853648451
"APH1B|Q8WW43",0.294573312803005,168347.639166667,6.64784339740833,1.90112360964836e-09,1.4941132973422e-08,11.0098204175531
"PLAUR|Q03405",0.914462131303156,541099.288157895,6.34010280003262,1.22917277979999e-09,1.0011104513542e-08,11.0093425436607
"SLC22A6|Q4U2R8",-1.81367120292379,288793.082317073,-6.70580393878579,2.53286701565771e-09,1.93864352905261e-08,11.0086455846086
"NUDT21|O43809",-12.7246888304493,18026898.3421053,-6.339940128589,1.23027530679952e-09,1.00129524080089e-08,11.0084657810177
"GTPBP3|Q969Y2",2.50710983304245,1826400.08464912,6.33856799217655,1.23961383767795e-09,1.00674603933575e-08,11.0010708975794
"GATD1|Q8NB37",-8.44024449309383,11966433.2938596,-6.33737459084947,1.24779245777805e-09,1.01266903865806e-08,10.9946401828771
"CYBC1|Q9BQA9",-3.59845381928759,3299448.89035088,-6.33514881305389,1.26318787045312e-09,1.02443640415825e-08,10.98264870316
"PIGM|Q9H3S5",0.298853867441155,197683.973640351,6.33456263502392,1.26727329694053e-09,1.02702127218391e-08,10.9794911312715
"MT-ND4|P03905",11.1624344481612,16392213.2894737,6.33278890581099,1.27971461343172e-09,1.03636944791726e-08,10.9699378061544
"FAM117A|Q9C073",-2.07277021278692,562661.626964286,-6.56730871751058,1.73224551139472e-09,1.36878422741799e-08,10.9656942749186
"EIPR1|Q53HC9",-6.44766537832636,12514590.5175439,-6.33122497830604,1.29078370292729e-09,1.04459388839162e-08,10.9615160248551
"RBM28|Q9NW13",-0.976885550755204,588293.081710527,-6.33014245224991,1.298500516153e-09,1.05009571444198e-08,10.9556874507426
"EMILIN1|Q9Y6C2",-7.058566336679,3548869.86973684,-6.32853963272576,1.31000945156264e-09,1.05865428117447e-08,10.9470587728773
"BRD7|Q9NPI1",0.2829134994214,88286.4219,6.54404164188074,2.70570537317405e-09,2.05716362647907e-08,10.9402401704016
"UAP1L1|Q3KQV9",-5.34103676693469,3665554.72807018,-6.32576435991001,1.33017424587627e-09,1.07267577585297e-08,10.9321218762335
"SPOUT1|Q5T280",-0.647723618881702,134832.678,-6.6885553576598,2.99180615284151e-09,2.25817183879489e-08,10.9290944248429
"SV2C|Q496J9",-6.05308008796541,4490511.35526316,-6.32481281453566,1.3371579237176e-09,1.07703064932152e-08,10.9270015831172
"ZNF706|Q9Y5V0",-0.970594432694651,1136297.4131579,-6.32477200212364,1.33745826150988e-09,1.07703064932152e-08,10.9267819823882
"PPP1R8|Q12972",-2.72037069684462,2037127.65526316,-6.32177131558531,1.35972253980158e-09,1.09347817262684e-08,10.9106387998361
"GALK2|Q01415",-2.17255540577429,2007716.76140351,-6.32176158431751,1.35979533141702e-09,1.09347817262684e-08,10.9105864559831
"ETV6|P41212",-0.674938055409217,117623.7584375,-8.55759838161474,1.31096310250791e-09,1.05867677098714e-08,10.9016310705395
"PHC3|Q8NDX5",-2.07384381146237,724820.870786517,-6.37165229822452,1.57509987607164e-09,1.25339367313008e-08,10.8755364534972
"RUSC1|Q9BVN2",-1.6288208093667,587737.516428571,-6.333714615133,1.44776929607633e-09,1.15851937723113e-08,10.8630344863554
"FBXL20|Q96IG2",4.54919285031488,7379110.60526316,6.31284483338126,1.42812653857698e-09,1.14600891007914e-08,10.8626475181002
"PRKD2|Q9BZL6",-0.502185301646668,159241.16325,-6.76370833201914,2.15659169986716e-09,1.67987916130661e-08,10.8620419329483
"AP5M1|Q9H0R1",2.40712471824441,1406323.98584906,6.32518265793341,1.49364631321495e-09,1.19346270055155e-08,10.8556468473708
"BBS9|Q3SYG4",3.22527218914142,1968089.19078947,6.31085709130525,1.44381223182952e-09,1.15697217035533e-08,10.8519673157017
"RHCG|Q9UBD6",-0.472989590477683,193993.456707317,-6.33970351007225,2.17979014137336e-09,1.69563947391866e-08,10.8445588686944
"KAT6A|Q92794",-0.727659373416021,92517.92175,-6.68334648438074,3.06036574476497e-09,2.29778609923752e-08,10.839225798762
"OMD|Q99983",-1.96050122089797,247758.913356164,-6.3272055466631,2.94702090681155e-09,2.22730892725645e-08,10.8390059145301
"ERAL1|O75616",2.03366270676026,1191481.99352381,6.31869505454455,1.57086610297039e-09,1.25089511751159e-08,10.8312108436456
"EPHA6|Q9UF33",-1.04277768741337,610133.936458334,-6.3428420074978,1.60167585054192e-09,1.27365530952342e-08,10.8277657256918
"YWHAH|Q04917",153.277797990631,250817507.894737,6.3045673124572,1.49456806925214e-09,1.19346270055155e-08,10.8181876450712
"ST6GALNAC5|Q9BVH7",-0.346201915227122,144948.546875,-7.31099469078948,2.92964679971492e-09,2.2156422721389e-08,10.8166959570787
"NUDT2|P50583",7.34807108096986,11466770.0350877,6.30267321429051,1.51019268011763e-09,1.20509792722576e-08,10.8080198880738
"BPGM|P07738",-8.03892726004542,10446801.3464912,-6.30142622155228,1.52056661042952e-09,1.21252992958588e-08,10.8013270427765
"PIK3C2B|O00750",-1.32986596038631,1014964.62149123,-6.30065432770727,1.52702311367699e-09,1.21682991671752e-08,10.7971846078435
"ZKSCAN1|P17029",0.675247611399222,78790.52453125,6.93038737620702,2.73455694609035e-09,2.07633855767219e-08,10.7971142437726
"GTF2H5|Q6ZYL4",0.57035566323733,387930.86675,6.73853320176225,2.40675451939456e-09,1.85453085776798e-08,10.7913553548031
"PLIN2|Q99541",1.91733840995422,301734.488235294,8.23381446214728,1.85193374613786e-09,1.45846159690678e-08,10.7890418344136
"WDR4|P57081",-0.100564281566608,105636.00625,-6.62486850841221,2.11419226373533e-09,1.64909880871852e-08,10.784100928987
"TMEM41B|Q5BJD5",-4.62300413951753,1943343.2240566,-6.30804262701346,1.63950945908298e-09,1.30192990726486e-08,10.7377523082703
"CRY2|Q49AN0",0.460103097819315,305387.21,6.44258588673717,2.15022615380442e-09,1.67606244504114e-08,10.7362851124496
"MED4|Q9NPJ6",0.705407671631895,382994.196052632,6.28858007069692,1.63158918399981e-09,1.29654081438762e-08,10.7324333802623
"RECK|O95980",-0.447656650786131,247272.497722222,-6.35245702219555,1.70801971052353e-09,1.35164051140737e-08,10.724565122942
"TMEM59L|Q9UK28",-0.781513855486496,505508.133333333,-6.29756363671133,1.76161075918078e-09,1.3902014514308e-08,10.7191745136375
"BTBD3|Q9Y2F9",0.590227996225664,131846.4086,7.16291123917014,3.91192483196556e-09,2.87856244874686e-08,10.7052017764523
"NDUFA5|Q16718",27.3138978295506,33243389.3421053,6.28217066428262,1.68991776284473e-09,1.33916906570544e-08,10.6980967444537
"GALNT7|Q86SF2",-0.601016453804391,138627.840431034,-6.42844167578095,3.07632869627414e-09,2.3082558163973e-08,10.6924066456044
"JTB|O76095",-0.58102597505473,246244.611458333,-6.61333720477189,2.2298725264649e-09,1.73106533198413e-08,10.6881429177025
"CYP2S1|Q96SQ9",-0.640753080142365,230120.60475,-6.63469899214124,3.78079857096222e-09,2.79550521598429e-08,10.6847377083924
"SAFB2|Q14151",-9.38585328959948,7435287.92982456,-6.27755601176137,1.73317480063637e-09,1.36878422741799e-08,10.6733902352493
"KATNB1|Q9BVA0",-11.4772478049639,15586384.9473684,-6.27754549117816,1.73327464914845e-09,1.36878422741799e-08,10.6733339233945
"CACNG4|Q9UBN1",-0.373726467578566,233728.351666667,-6.59201215307015,2.46053913534007e-09,1.88960812710636e-08,10.6710488028212
"BRD1|O95696",-1.52322239948356,208343.452719298,-6.40037817910512,3.68567017391784e-09,2.73318018409536e-08,10.667085017597
"MPLKIP|Q8TAP9",4.80943997559253,159829.6284375,19.6782587220757,6.80865334973627e-19,3.1908586497637e-17,10.6432282076159
"ZBTB46|Q86UZ6",0.299124882512775,89135.23,8.00787653902022,5.42585142228514e-09,3.90955330900003e-08,10.6416606798259
"HECTD2|Q5U5R9",-0.347301848939569,199999.84308642,-6.35318866486597,2.08211675723356e-09,1.62629816386378e-08,10.6360116868125
"TSEN2|Q8NCE0",-4.36323854315409,1591627.384375,-6.57766709924668,2.6288279579095e-09,2.00538009997966e-08,10.6313851153679
"LMF1|Q96S06",-1.76998289111748,1154566.27587719,-6.26816876209841,1.82454783829194e-09,1.43887617454264e-08,10.6231709740499
"LIN9|Q5TKA1",0.652050740764529,133870.505590062,6.26519854337512,3.32202998428812e-09,2.47797866081766e-08,10.6222670766774
"RAB20|Q9NX57",-0.265278672732657,143933.385151515,-6.86987869819815,3.03940269464371e-09,2.28755593555038e-08,10.6077166238513
"BRI3BP|Q8WY22",5.82582300469401,6384014.88596491,6.26069504058605,1.90065839269841e-09,1.4941132973422e-08,10.5832263733194
"PEX12|O00623",1.38880423894352,632456.513859649,6.26034358624585,1.90431315651685e-09,1.49559209785509e-08,10.5813487903684
"PTOV1|Q86YD1",1.71235894543518,349262.18097561,6.58824612931654,4.24013818136632e-09,3.10608456783625e-08,10.5689835640386
"ZCCHC3|Q9NUD5",-1.2745021448099,415207.301428571,-6.27225251638388,2.02015903630218e-09,1.58331176011758e-08,10.537218644591
"WNK1|Q9H4A3",-11.8502433868146,32093198.2017544,-6.25074775609411,2.00680646575409e-09,1.57392537283251e-08,10.5301134424799
"ASCC3|Q8N3C0",-2.26907195573452,1853559.36491228,-6.24893408152396,2.02677731775352e-09,1.58741086496654e-08,10.5204358498151
"PRXL2A|Q9BRX8",-27.3102404468417,51542190.745614,-6.24869410302833,2.02943434149545e-09,1.58840394900756e-08,10.5191554959914
"WDSUB1|Q8N9V3",-2.6733114831607,2263583.23114035,-6.24736912789626,2.04416597424266e-09,1.59883980269937e-08,10.5120869992271
"NECAB1|Q8N987",-21.4264198442311,25079527.2149123,-6.24602682712041,2.0591971597368e-09,1.60949552437391e-08,10.5049271510468
"L1RE1|Q9UN81",0.407706976192161,126599.74875,8.00317143562576,5.49312794569166e-09,3.94559786802664e-08,10.5041999302068
"PDGFRB|P09619",9.1634430277894,5008201.25877193,6.24177054770242,2.10757957977412e-09,1.64506296892266e-08,10.482231281745
"SCOC|Q9UIL1",-2.1605209664901,1350333.29122807,-6.23664235656036,2.16735550867147e-09,1.68711437996312e-08,10.4549005946247
"KAT14|Q9H8E8",0.733396130536969,216224.839583333,7.1353406928434,5.38445120870381e-09,3.88461826949704e-08,10.4548705688804
"MARK3|P27448",-7.37096996125698,7845404.89473684,-6.23237081829179,2.21841245051586e-09,1.72333874807397e-08,10.4321475438244
"TSPAN13|O95857",2.28016207266328,1712537.79380952,6.24180389896254,2.38084221254505e-09,1.8381161268416e-08,10.4247696633679
"KCNN2|Q9H2S1",0.329160940656662,197315.87925,6.66821067966868,3.26855307378885e-09,2.4396804437843e-08,10.4229374098714
"PKM|P14618",730.993264186761,1491904701.75439,6.23002506453421,2.24695056084879e-09,1.74313973292441e-08,10.4196571839927
"EPHA7|Q15375",-2.14847669687748,1405476.98421053,-6.22932889875353,2.25548906554102e-09,1.74739278214509e-08,10.4159509715381
"PPM1L|Q5SGD2",4.07680861780222,4582762.71929825,6.22694975877533,2.28491015594561e-09,1.76779077356144e-08,10.4032872344302
"DUS3L|Q96G46",-2.67094848981712,734835.100857143,-6.23740406256506,2.43793232420711e-09,1.87602665728858e-08,10.4016151481099
"LAMP1|P11279",-15.7484856278307,20360008.8157895,-6.22214702463133,2.34545314139001e-09,1.812179504851e-08,10.377733556542
"NOL7|Q9UMY1",0.888219712228678,455495.108245614,6.2192880514552,2.38223707912484e-09,1.8381161268416e-08,10.3625285742367
"CPNE9|Q8IYJ1",-4.88391595154196,4592726.0877193,-6.21761249821122,2.40405722378117e-09,1.85370157477665e-08,10.3536197149379
"BBS4|Q96RK4",-1.21300525984744,1005844.98070175,-6.21655459826199,2.41793467205519e-09,1.86189110942432e-08,10.34799577166
"SLC29A2|Q14542",-0.33537133207168,207983.918957346,-6.23500945882476,2.45173015954059e-09,1.88537554635822e-08,10.345881894055
"FAM155A|B1AL88",0.467554419223361,179335.041041667,7.10475546456985,5.98719410351307e-09,4.25503819600199e-08,10.3425343548366
"USP12|O75317",-3.18769620211239,2375038.33333333,-6.21355026993357,2.45777484736343e-09,1.88875372174737e-08,10.3320280365869
"GPAM|Q9HCL2",-0.305717132006277,180389.126273585,-6.22726313243637,2.53793924706378e-09,1.94122644081434e-08,10.3294007207194
"UCKL1|Q9NWZ5",3.22885714265393,2211463.67236842,6.21185433133251,2.48054800918636e-09,1.90369573725141e-08,10.3230166876851
"OARD1|Q9Y530",-1.95938030926285,974284.512280702,-6.21172481273605,2.48229567023817e-09,1.90375928834162e-08,10.3223285637844
"CDK11A|Q9UQ88",-0.812042390695208,540686.32421875,-6.38058856364796,3.03616544411456e-09,2.28712462802701e-08,10.3137121513988
"PYCARD|Q9ULZ3",-2.25509491733184,2421035.09649123,-6.20965017943417,2.51045485049736e-09,1.92406509486845e-08,10.3113075561426
"CDK14|O94921",5.73851250866337,10469568.0263158,6.20865392845123,2.52408811757939e-09,1.93321819320297e-08,10.3060161305875
"DSCAM|O60469",1.0928457449366,208884.10625,9.08865899173622,3.4498573309926e-10,3.11850739762058e-09,10.3011553810381
"PRPF8|Q6P2Q9",-17.9166876343479,49533137.8508772,-6.2065773012607,2.55273961023163e-09,1.95124180768708e-08,10.2949883948857
"PAXIP1|Q6ZW49",1.2590070237127,189789.548947368,6.3173823470179,5.483360100085e-09,3.94105736923142e-08,10.2898859752273
"OPLAH|O14841",-6.68109328866922,12793705.5438596,-6.20395831545878,2.58932903595852e-09,1.97788761029964e-08,10.2810842403542
"FAM53C|Q9NYF3",-3.06864056956562,207509.404375,-7.38260746455747,2.28681409703924e-09,1.76806755913751e-08,10.2733416017796
"MRPL4|Q9BYD3",4.62612144993089,3406256.61973684,6.19946448782077,2.65331308811672e-09,2.02270901084098e-08,10.257236269592
"PSMG4|Q5JS54",-0.473481575152113,210413.921643836,-6.32278915571079,3.01375916534204e-09,2.2732411646231e-08,10.2556741003868
"PAWR|Q96IZ0",-2.57288742101429,920637.604298245,-6.19899096285506,2.66014482444425e-09,2.02521678212516e-08,10.2547240673374
"GOLGA7|Q7Z5G4",-6.60226239744868,7455803.75438596,-6.19779421995905,2.6774876701843e-09,2.03706397262524e-08,10.2483755677331
"APBA3|O96018",-0.569375455677009,115097.177807018,-6.31052867430643,5.66566353745773e-09,4.0542467178241e-08,10.2348599780056
"ASH1L|Q9NR48",-7.18947336708942,2019221.66013514,-6.31595557152914,3.03207613875204e-09,2.28554981190703e-08,10.2332910769967
"BAG1|Q99933",-1.52552126632966,981152.137368421,-6.19471469383997,2.72262642546212e-09,2.06865336712023e-08,10.2320432475746
"SLC43A3|Q8NBI5",-1.63143441741718,702374.083490566,-6.14814879570576,3.87979089184217e-09,2.8585959309417e-08,10.2305091831994
"DNAJC24|Q6P3W2",0.227235391118912,218171.75,6.41986911773053,3.51796955055434e-09,2.6122066110772e-08,10.2280141718771
"TSNAX|Q99598",-11.7509088319397,14216994.9736842,-6.19320026729066,2.7450972105294e-09,2.08295863320528e-08,10.2240135718988
"WRNIP1|Q96S55",2.3579769291769,3974340.63596491,6.18785901872652,2.8258104071933e-09,2.14184618607523e-08,10.195704736457
"CST3|P01034",-24.2342190946948,33625926.2719298,-6.1878172750642,2.82645027965677e-09,2.14184618607523e-08,10.1954835616109
"NSUN2|Q08J23",-5.51362540529898,6035203.2631579,-6.18656924369525,2.84564660438848e-09,2.15496482921737e-08,10.1888714746688
"CCSER2|Q9H7U1",-0.978886146661829,666012.714150943,-6.19888863349823,2.95641557506744e-09,2.23293342806448e-08,10.1749944275335
"ARMC8|Q8IUR7",-5.51280172513674,9354051.11403509,-6.18232811524838,2.91184047272144e-09,2.20363307780077e-08,10.1664089966347
"NFE2L1|Q14494",-0.549158074647495,78901.5155,-6.50608677877994,6.59951641756665e-09,4.64402893753075e-08,10.1657170131804
"ZNF687|Q8N1G0",-0.505144950394709,267895.532809524,-6.18965065436561,3.15075995066969e-09,2.35791492381596e-08,10.1510293419934
"TRIAP1|O43715",-2.08530269478872,1532963.61226415,-6.18671722745107,3.15601193781582e-09,2.36030062190477e-08,10.1244486380892
"RINT1|Q6NUQ1",-5.58302786057171,4975773.46491228,-6.17433393467287,3.04073897860654e-09,2.28755593555038e-08,10.1240988178333
"KCTD4|Q8WVF5",-1.92998638915016,1136754.68947368,-6.17410076271306,3.04458139011986e-09,2.28894070979754e-08,10.1228653107205
"USP31|Q70CQ4",-5.88633078462203,5873671.56578947,-6.17386762439778,3.04842800485477e-09,2.29032682230711e-08,10.1216320147022
"LAMA5|O15230",-42.2389668361611,28047960.1447368,-6.1716149401364,3.08584189484958e-09,2.31387554541672e-08,10.109717075491
"TMEM62|Q0P6H9",1.08860307988358,531564.609245284,6.18769900950071,3.13943365138079e-09,2.35097732832609e-08,10.1026727192422
"SSRP1|Q08945",-8.41606900682714,12410253.9824561,-6.17010806508381,3.11111977389832e-09,2.33130108876326e-08,10.1017486101669
"NEU4|Q8WWR8",-1.03301861184389,147893.286463415,-6.47132558348294,7.06174585997235e-09,4.93873725133402e-08,10.0993754554535
"SMIM18|P0DKX4",7.09318278455561,5767517.83026316,6.1647333978812,3.20294364172225e-09,2.39383402242444e-08,10.0733382516858
"C1orf167|Q5SNV9",-2.8264861874524,961226.566923077,-6.24843675082595,5.61566186965367e-09,4.02478497495043e-08,10.0721699920345
"B3GALT2|O43825",0.468516079573144,73350.1805,6.5150172913997,6.34967980604175e-09,4.47924667378701e-08,10.0675442951815
"MGARP|Q8TDB4",-1.797907358206,1344810.00833333,-6.16344057587172,3.22542419323224e-09,2.40906111362578e-08,10.0665070550606
"COPZ2|Q9P299",-1.5082894424968,99416.97375,-9.86652949730288,5.21898082664201e-11,5.59316267597482e-10,10.0414102420428
"LBHD2|A0A0U1RRK4",-0.923033118486577,171409.96869863,-6.18358112882546,6.07881317481e-09,4.30870627280815e-08,10.0275975286722
"SENP8|Q96LD8",4.46196674887245,2903711.50701754,6.15604946040701,3.35694663369726e-09,2.50239144434995e-08,10.0274724168946
"BORCS6|Q96GS4",-3.0073717631393,2912927.72105263,-6.15564230786307,3.36434254307863e-09,2.5062708130361e-08,10.0253230949175
"CDK16|Q00536",-5.49492630889122,7341934.38157895,-6.15356194258572,3.40238223921722e-09,2.53295839228183e-08,10.0143426130063
"PPIAL4G|P0DN37",0.451781185514781,96242.003382353,6.6102669005712,7.7103610959814e-09,5.36627992285742e-08,10.0140192070184
"GATAD1|Q8WUU5",0.0981126363503895,54372.1138207547,6.17007759748878,3.45040024045837e-09,2.5670349219025e-08,10.0136529006498
"TMEM145|Q8NBT3",1.2935825880401,1136188.48490566,6.16870624584037,3.47582945106258e-09,2.58427241696363e-08,10.0032140471375
"WDR89|Q96FK6",-0.224484878937269,102424.144793814,-6.11812620167421,5.18905194935268e-09,3.75549424309164e-08,9.99750944762328
"EIF2B2|P49770",-5.1085916508024,4159998.87719298,-6.14786126935328,3.50879262951635e-09,2.60708536182713e-08,9.98426715591323
"|Q6ZS46",0.962180161050046,468126.746875,8.14300378349983,3.81314132313752e-09,2.8139474277038e-08,9.96739427350328
"PEF1|Q9UBV8",9.90495777935568,17780648.5964912,6.14350264717167,3.59234531040647e-09,2.66570205220623e-08,9.96128546391666
"SVIL|O95425",-1.24783528256234,548703.36990566,-6.15590210664643,3.72230054662502e-09,2.75676857193375e-08,9.94986340628394
"INPP5K|Q9BT40",-4.44434150166688,5807754.78070175,-6.1375191101442,3.71022947059151e-09,2.74960946184147e-08,9.92975503014675
"SLC25A31|Q9H0C2",-5.57647284957318,3152325.75121951,-6.530763238554,5.45037157201241e-09,3.91981125320515e-08,9.9295043255155
"TMEM254|Q8TBM7",0.914383406304755,165478.111875,8.2823802370155,2.65664008017204e-09,2.02389602376864e-08,9.92668139743784
"ZPR1|O75312",-3.08043365078011,3844594.67982456,-6.1350098384834,3.76078622973493e-09,2.78346864317275e-08,9.91653887262237
"PLD3|Q8IV08",-10.9642703535348,18717442.6973684,-6.13396979049183,3.78193840763245e-09,2.79550521598429e-08,9.91106214415246
"ITIH5|Q86UX2",-7.54244429209905,7710849.71052632,-6.13280302526878,3.80580646953752e-09,2.8113305542094e-08,9.90491893199021
"BNIP3L|O60238",-1.91974871325456,1126430.12,-6.13239098297444,3.81427067157052e-09,2.8139474277038e-08,9.90274966048925
"MAP9|Q49MG5",-4.82102605967791,3729336.77192982,-6.12940540429869,3.87615405990878e-09,2.85775768375609e-08,9.88703464972975
"HLA-DPB1|P04440",2.43515109173146,852570.245918368,6.10076232780305,5.59697781940098e-09,4.01766738009104e-08,9.88562860738027
"SARS|P49591",-38.7551074529951,92558329.9122807,-6.12784163060575,3.90895853619269e-09,2.87823186486564e-08,9.87880569030071
"PRDM8|Q9NQV8",-0.869364653864245,288653.126629213,-6.17228739887641,4.48788498490166e-09,3.27707310359837e-08,9.86663019605464
